cv_score,test_score,runtime,num_layers,dense_layer_identifier,depth,n_estimators,dense_net_tree,dense_net_dense,weighted_concat,learning_rate_weights,learning_rate_index,learning_rate_values,learning_rate_leaf,cosine_decay_steps,dropout,selected_variables,data_subset_fraction,focalLossGamma,optimizer,initializer,estimator_leaf_weights,estimator_neural_weights,weight_activation_st,objective,loss
0.7609858462947995,0.7609858462947995,82.01981273647398,1,[],6,512,True,False,True,0.00029375384576328325,0.006194745024628934,0.12207764786954153,0.045918988705873284,100,0.0,0.6521211214797689,0.9049512863264476,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7656893143889766,0.7656893143889766,85.95204850006849,1,[],4,2048,True,False,True,0.0226739865237804,0.010443820094525779,0.03332762947392949,0.04446862319918233,0.1,0.25,0.6523068845866853,0.8195344228012769,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7642955361791138,0.7642955361791138,65.7210852816701,1,[],6,1024,True,False,True,0.009717775305059635,0.015788826347222458,0.03405259191324469,0.03756926249576086,0.1,0.5,0.5442462510259598,0.8391965724838291,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7485729946065873,0.7485729946065873,100.41768285427243,1,[],4,512,True,False,True,0.004247058562261873,0.00840889766039911,0.09641346525108922,0.006582708259159313,0,0.0,0.8856351733429728,0.8148089303468181,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7571155761796298,0.7571155761796298,28.044148683547974,1,[],4,512,True,False,True,0.0009452571391072313,0.07376373043637946,0.05252611998161658,0.13192832331971246,1000,0.25,0.7613664146909971,0.8855082036717099,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7524201325259909,0.7524201325259909,323.55324058104304,1,[],6,2048,True,False,True,0.0005595986878006087,0.02272103268578588,0.08117237532584634,0.011628357933470824,1000,0.5,0.9018360384495572,0.8373140117772072,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7537781895758912,0.7537781895758912,118.6389124283567,1,[],6,512,True,False,True,0.0019112758217777906,0.10220655100897388,0.11964981600016374,0.0051298862421274944,0,0.25,0.7593953108716831,0.9406037917790355,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7595233861321182,0.7595233861321182,77.94631753992289,1,[],4,512,True,False,True,0.0001290211302456716,0.04737275431765394,0.03193684098521171,0.006045636790727154,0.1,0.25,0.8360677737029393,0.9523239230657435,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7606919844913351,0.7606919844913351,200.43275920990854,1,[],6,512,True,False,True,0.03205586399070751,0.016325966929573728,0.009949101178390544,0.005811580090300376,0.1,0.25,0.845468869051233,0.8773470692601075,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.761391269280025,0.761391269280025,71.50667808819563,1,[],4,512,True,False,True,0.009548873458201667,0.1019081682210583,0.03876457364858621,0.035277841552811925,1000,0.0,0.8629778394351197,0.9794220519905155,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7599077635779408,0.7599077635779408,100.01498782038689,1,[],4,1024,True,False,True,0.00010655924993232583,0.0072699848096738065,0.05780157105926375,0.005094234882279176,100,0.25,0.6626998490796339,0.9492982810236048,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7636461971193581,0.7636461971193581,55.232028814218936,1,[],4,1024,True,False,True,0.0005394720267647739,0.18104698016273907,0.02131749362142513,0.13430188268577667,0.1,0.5,0.6403861812204279,0.8048631932862909,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7526723257496848,0.7526723257496848,66.86482394784689,1,[],6,512,True,False,True,0.06094747077200006,0.024263122856551952,0.1768516089838493,0.17488276715935244,0,0.5,0.9680773870803905,0.9392059593349946,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7647572523887762,0.7647572523887762,125.24029843769968,1,[],6,2048,True,False,True,0.016684217902257097,0.06540802508033357,0.06674083714996225,0.018831997807701104,1000,0.0,0.8991475894833876,0.929992786155553,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7575315261154668,0.7575315261154668,140.10170175340028,1,[],4,2048,True,False,True,0.00012818193443923137,0.02785389673895686,0.037010015170179225,0.014388856461590693,1000,0.5,0.8849967765493054,0.8431642054993687,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7687404711026404,0.7687404711026404,104.04637311007828,1,[],6,2048,True,False,True,0.0846362160256195,0.033582586020986,0.016457567635202043,0.09395199201026763,0.1,0.0,0.7044764722071349,0.8346588640141692,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7652157704635832,0.7652157704635832,267.34812785424293,1,[],6,2048,True,False,True,0.016356514014241656,0.03864367784149968,0.047751095299507676,0.023506852200990063,100,0.0,0.9277302920055036,0.9407315718760048,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7673692190177748,0.7673692190177748,128.78960683252663,1,[],4,1024,True,False,True,0.007039637468468575,0.052050886809272466,0.005909486513360486,0.019912321077939624,100,0.5,0.513255655270811,0.9171551162546927,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7535196770275693,0.7535196770275693,409.10318657476455,1,[],6,2048,True,False,True,0.001439819043568817,0.17332250240193278,0.14105745565808497,0.010295303360812802,0.1,0.0,0.9224376554847273,0.8046543871471652,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7672256237364486,0.7672256237364486,76.84737772643567,1,[],6,1024,True,False,True,0.025730178030080878,0.01415162491590078,0.009621411695740633,0.07970762461976914,0.1,0.5,0.9292063759215059,0.8857988054750037,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7676786426355064,0.7676786426355064,72.35918060224503,1,[],6,1024,True,False,True,0.048592549471642474,0.021013308784346468,0.005203943493507309,0.14107376129879712,1000,0.25,0.6466053858490323,0.8657329090739833,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7513776727895733,0.7513776727895733,129.15056345239282,1,[],4,1024,True,False,True,0.004452322832535513,0.025487565539008848,0.1321677082941669,0.01824554776853786,100,0.5,0.5363815031820968,0.9643720118580712,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7708999446429463,0.7708999446429463,298.2254077151418,1,[],6,2048,True,False,True,0.08102356207766637,0.016329132502262263,0.007218301516991607,0.015152799688607365,0.1,0.25,0.527242735779943,0.8566139692080988,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7695760060552921,0.7695760060552921,122.24616043530405,1,[],6,2048,True,False,True,0.020145161762536844,0.01611969955481724,0.011865313191836651,0.06335634909417609,0.1,0.5,0.502333309791531,0.8430667248783252,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7732338243643948,0.7732338243643948,128.78240719996393,1,[],6,2048,True,False,True,0.0921186982365117,0.016777672766726186,0.005108853690529107,0.07273838814718277,1000,0.25,0.503103394942807,0.8498183616742703,3,SWA,RandomNormal,True,False,normalize,classification,crossentropy
0.7691725611621942,0.7691725611621942,75.05743986424059,1,[],6,1024,True,False,True,0.09897391656347523,0.02176844513652651,0.005126862485307594,0.09852359912165548,1000,0.5,0.9865909346439351,0.8671534763688253,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7704186345564595,0.7704186345564595,95.38725455477834,1,[],6,2048,True,False,True,0.09893762687975448,0.02850856427066046,0.005206853334788987,0.08215248153777974,1000,0.0,0.5077551909971134,0.8510255033642037,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7664965105184117,0.7664965105184117,90.43811346329748,1,[],6,2048,True,False,True,0.09063899180487839,0.02913905782413317,0.005273965812484351,0.19521385433871608,1000,0.0,0.5153555025562815,0.8532578002720967,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7663515764726737,0.7663515764726737,93.81155531536788,1,[],6,2048,True,False,True,0.0988239466651986,0.03153045224107723,0.005716530080597221,0.19773776153570607,1000,0.0,0.5546447475180112,0.8489109033907931,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7700088816851716,0.7700088816851716,108.91638353839517,1,[],6,2048,True,False,True,0.08566962799336678,0.03827331037453567,0.005047476428595351,0.08110961474673864,1000,0.0,0.7171515138120981,0.856858948636348,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7700285011386517,0.7700285011386517,98.96893305033446,1,[],6,2048,True,False,True,0.07316083424947316,0.033771046899002705,0.018160046802097526,0.08048994951863953,1000,0.0,0.7308402210570741,0.8593151242405868,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7695859102057219,0.7695859102057219,104.61300259791315,1,[],6,2048,True,False,True,0.06627953523021837,0.038803779243809455,0.005006993960155076,0.07717021247691057,1000,0.0,0.6986221346496965,0.8613532632590366,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7690808203294368,0.7690808203294368,98.91426650416106,1,[],6,2048,True,False,True,0.09468852897894595,0.03672888136531989,0.019745755630022947,0.0734414431301373,1000,0.0,0.9913842220836626,0.8572517034637795,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7707285486837652,0.7707285486837652,104.39379199184478,1,[],6,2048,True,False,True,0.09517671931360373,0.036168467434527375,0.007561031296408079,0.07873379766136777,1000,0.0,0.9735530089850019,0.8579464051211498,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7684367779709893,0.7684367779709893,111.85879873838276,1,[],6,2048,True,False,True,0.04071083375554501,0.01073554432625432,0.007384539028040598,0.06752932905151443,1000,0.5,0.5778162339405852,0.8624155355846573,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7698364394301752,0.7698364394301752,111.18182225748896,1,[],6,2048,True,False,True,0.04127990181003813,0.013594879166600878,0.007087505339687632,0.0722735607680732,1000,0.5,0.5799438628774194,0.8643766181189328,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
0.7677478597082737,0.7677478597082737,106.71348091643304,1,[],6,2048,True,False,True,0.04741043826892292,0.005170055212135244,0.008964382951171404,0.06672928642941611,1000,0.5,0.9926038737851367,0.8619965773324819,3,SWA,RandomNormal,True,False,normalize,classification,focal_crossentropy
