cv_score,test_score,runtime,num_layers,total_tree_count,tree_depth,seed
0.6952270954126488,0.6952270954126488,276.3072701420635,4,1024,6,42
0.6841934599701871,0.6841934599701871,680.6953577933833,2,2048,6,42
0.6818889561376771,0.6818889561376771,332.56278394907713,8,1024,8,42
0.6845439915368942,0.6845439915368942,533.57351289168,8,2048,8,42
0.6818889561376771,0.6818889561376771,205.99123483914883,8,1024,8,42
0.6899518867191266,0.6899518867191266,353.15217526629567,2,1024,8,42
0.6899685053843679,0.6899685053843679,351.11174722164867,4,1024,8,42
0.6899685053843679,0.6899685053843679,312.3065020874143,4,1024,8,42
0.6865470972369886,0.6865470972369886,709.2486325245351,4,2048,8,42
0.6845439915368942,0.6845439915368942,588.4363337034359,8,2048,8,42
0.6899518867191266,0.6899518867191266,292.58630174975843,2,1024,8,42
0.6952270954126488,0.6952270954126488,260.3803803663701,4,1024,6,42
