cv_score,test_score,runtime,learning_rate,max_depth,reg_alpha,reg_lambda,n_estimators,early_stopping_rounds,max_cat_to_onehot,max_cat_threshold,n_jobs,random_state,verbosity,tree_method
0.794909674318969,0.794909674318969,15.185587478987873,0.03574712922600244,11,0.007177141927992002,0.0006155564318973012,1000,20,10,8,1,42,0,gpu_hist
0.7901060121705821,0.7901060121705821,40.28945716042072,0.01700037298921102,3,2.9152036385288193e-08,0.08499808989182997,1000,20,10,8,1,42,0,gpu_hist
0.7961051136751021,0.7961051136751021,5.453884418494999,0.07725378389307355,9,1.4610865886287176e-08,0.574485163632042,1000,20,10,8,1,42,0,gpu_hist
0.7948020516399759,0.7948020516399759,4.388501622714102,0.16967533607196555,4,2.8483918709107956e-07,2.9324868872723725e-07,1000,20,10,8,1,42,0,gpu_hist
0.7958391134375209,0.7958391134375209,30.805552664026617,0.028145092716060652,7,2.85469785779718e-05,2.1371407316372935e-06,1000,20,10,8,1,42,0,gpu_hist
0.7952377196492213,0.7952377196492213,26.24303636364639,0.08012737503998542,3,2.1734877073417355e-06,8.528933855762793e-06,1000,20,10,8,1,42,0,gpu_hist
0.7948479725945771,0.7948479725945771,6.4237132400274275,0.04717052037625178,9,3.9572205641009174e-07,0.00012997969313168238,1000,20,10,8,1,42,0,gpu_hist
0.7950831244645993,0.7950831244645993,8.45465946830809,0.07500118950416987,2,0.0007250347382396634,2.3130924416844053e-07,1000,20,10,8,1,42,0,gpu_hist
0.7955676424144411,0.7955676424144411,24.74263471569866,0.012476394272569451,11,0.530953226900921,0.02932100047183291,1000,20,10,8,1,42,0,gpu_hist
0.7910506507595687,0.7910506507595687,24.014114292152225,0.028180680291847244,2,0.0029775853025212607,3.320625892007924e-05,1000,20,10,8,1,42,0,gpu_hist
0.7953033372121968,0.7953033372121968,32.31915264762938,0.015144860262751412,6,1.8841183049085085e-08,0.1881755597772026,1000,20,10,8,1,42,0,gpu_hist
0.7954620356939691,0.7954620356939691,22.42042805645615,0.024112898115291985,8,3.116654126398047e-06,0.00014472520367197597,1000,20,10,8,1,42,0,gpu_hist
0.7941693419348164,0.7941693419348164,17.86198172159493,0.06420330336297862,3,0.5710537951126793,0.01588775693167255,1000,20,10,8,1,42,0,gpu_hist
0.7944924240390545,0.7944924240390545,1.3756867026910187,0.24420460844911424,10,0.0006070155694141794,0.23713402899336497,1000,20,10,8,1,42,0,gpu_hist
0.7876174816065895,0.7876174816065895,32.3406631546095,0.01351182947645082,3,2.300479202014574e-08,4.005370050283172e-06,1000,20,10,8,1,42,0,gpu_hist
0.7947027104724669,0.7947027104724669,23.464057456143202,0.03750796359625606,4,0.04264813784432918,7.145401117237584e-06,1000,20,10,8,1,42,0,gpu_hist
0.7958536473290574,0.7958536473290574,10.064170307293534,0.026000059117302653,7,1.3408920002835378e-07,0.026156272064707428,1000,20,10,8,1,42,0,gpu_hist
0.7950809660554976,0.7950809660554976,18.82243101298809,0.012886065671894011,11,0.015064619068942013,3.8879928024075543e-07,1000,20,10,8,1,42,0,gpu_hist
0.794852494897486,0.794852494897486,14.947199059277773,0.010189592979395137,10,0.0045170900739091345,0.006792933207180863,1000,20,10,8,1,42,0,gpu_hist
0.7948808373476847,0.7948808373476847,13.739239941537381,0.13780336485751998,2,7.374385355858303e-06,8.451863533931625e-08,1000,20,10,8,1,42,0,gpu_hist
0.7952384914037246,0.7952384914037246,4.373752195388079,0.18832519048593593,8,4.4379683310623375e-06,3.224532824812341e-08,1000,20,10,8,1,42,0,gpu_hist
0.7953543645865682,0.7953543645865682,3.8562991093844174,0.028797752657070342,5,0.006868302692995721,0.0012602588933700108,1000,20,10,8,1,42,0,gpu_hist
0.7953978971711714,0.7953978971711714,2.261902769654989,0.10694727360483669,6,1.1491548505141152e-08,0.620286125165007,1000,20,10,8,1,42,0,gpu_hist
0.7957619351934817,0.7957619351934817,8.31812800373882,0.11386552028513468,6,1.1691150048141654e-08,0.7815001363123159,1000,20,10,8,1,42,0,gpu_hist
0.7954675719704974,0.7954675719704974,4.786246998608112,0.12587933563680417,6,1.3520088315459049e-08,0.36853416874304845,1000,20,10,8,1,42,0,gpu_hist
0.7954810534557032,0.7954810534557032,4.439461755752563,0.04818801264223967,6,1.800931134925183e-08,0.006251494516388845,1000,20,10,8,1,42,0,gpu_hist
0.7956885861953177,0.7956885861953177,4.608457471244037,0.048646746319868046,7,1.0834814185188962e-08,0.07484700201254538,1000,20,10,8,1,42,0,gpu_hist
0.795308976779812,0.795308976779812,7.261790810152888,0.04815362583083605,7,6.345800858586286e-08,0.011634326275977259,1000,20,10,8,1,42,0,gpu_hist
0.7958371257544621,0.7958371257544621,4.279483007825911,0.05025342686112334,7,7.7190847625041e-08,0.9292493243152639,1000,20,10,8,1,42,0,gpu_hist
0.7952162846701124,0.7952162846701124,8.305938343331217,0.05100407330933307,9,1.0372387951048779e-07,0.00664286872806722,1000,20,10,8,1,42,0,gpu_hist
0.7954340444735293,0.7954340444735293,10.495433252118527,0.021471858797027003,8,5.0360756580835754e-05,0.9587441854499541,1000,20,10,8,1,42,0,gpu_hist
0.7956165796635142,0.7956165796635142,10.883213793300092,0.02107222667646282,8,2.2706763025076956e-05,0.9543333605889748,1000,20,10,8,1,42,0,gpu_hist
0.7958458668458975,0.7958458668458975,15.032817783765495,0.01923706733849963,8,2.414947823565341e-05,0.09337004313031133,1000,20,10,8,1,42,0,gpu_hist
0.7960942007197133,0.7960942007197133,18.595664854720233,0.021439070675570215,8,1.204853203696701e-07,0.10353275599657764,1000,20,10,8,1,42,0,gpu_hist
