cv_score,test_score,runtime,learning_rate,max_depth,reg_alpha,reg_lambda,n_estimators,early_stopping_rounds,max_cat_to_onehot,max_cat_threshold,n_jobs,random_state,verbosity,tree_method
0.8461424816885051,0.8461424816885051,32.1905038902536,0.03574712922600244,11,0.007177141927992002,0.0006155564318973012,1000,20,10,8,1,42,0,gpu_hist
0.8130015673928945,0.8130015673928945,78.62042820081115,0.01700037298921102,3,2.9152036385288193e-08,0.08499808989182997,1000,20,10,8,1,42,0,gpu_hist
0.8472214818648386,0.8472214818648386,15.605176799558103,0.07725378389307355,9,1.4610865886287176e-08,0.574485163632042,1000,20,10,8,1,42,0,gpu_hist
0.8278256477343447,0.8278256477343447,10.10549376681447,0.16967533607196555,4,2.8483918709107956e-07,2.9324868872723725e-07,1000,20,10,8,1,42,0,gpu_hist
0.8401930991393526,0.8401930991393526,35.55864626392722,0.028145092716060652,7,2.85469785779718e-05,2.1371407316372935e-06,1000,20,10,8,1,42,0,gpu_hist
0.8198841403804484,0.8198841403804484,27.859664661996067,0.08012737503998542,3,2.1734877073417355e-06,8.528933855762793e-06,1000,20,10,8,1,42,0,gpu_hist
0.8450402791030107,0.8450402791030107,13.959431711956858,0.04717052037625178,9,3.9572205641009174e-07,0.00012997969313168238,1000,20,10,8,1,42,0,gpu_hist
0.8052357661305496,0.8052357661305496,21.369647357799114,0.07500118950416987,2,0.0007250347382396634,2.3130924416844053e-07,1000,20,10,8,1,42,0,gpu_hist
0.846946252198679,0.846946252198679,53.57890954408795,0.012476394272569451,11,0.530953226900921,0.02932100047183291,1000,20,10,8,1,42,0,gpu_hist
0.804102759183736,0.804102759183736,52.774735612422226,0.028180680291847244,2,0.0029775853025212607,3.320625892007924e-05,1000,20,10,8,1,42,0,gpu_hist
0.836374032530445,0.836374032530445,42.82268237024546,0.015144860262751412,6,1.8841183049085085e-08,0.1881755597772026,1000,20,10,8,1,42,0,gpu_hist
0.8421373098556213,0.8421373098556213,35.426739192195235,0.024112898115291985,8,3.116654126398047e-06,0.00014472520367197597,1000,20,10,8,1,42,0,gpu_hist
0.8199856589869061,0.8199856589869061,33.66404529884458,0.06420330336297862,3,0.5710537951126793,0.01588775693167255,1000,20,10,8,1,42,0,gpu_hist
0.8462493269316621,0.8462493269316621,7.002084163576365,0.24420460844911424,10,0.0006070155694141794,0.23713402899336497,1000,20,10,8,1,42,0,gpu_hist
0.8093878765901401,0.8093878765901401,56.52656107246876,0.01351182947645082,3,2.300479202014574e-08,4.005370050283172e-06,1000,20,10,8,1,42,0,gpu_hist
0.8303042597581942,0.8303042597581942,32.14034892134369,0.03750796359625606,4,0.04264813784432918,7.145401117237584e-06,1000,20,10,8,1,42,0,gpu_hist
0.8406342376682179,0.8406342376682179,35.697064362838866,0.026000059117302653,7,1.3408920002835378e-07,0.026156272064707428,1000,20,10,8,1,42,0,gpu_hist
0.8417339380161881,0.8417339380161881,40.57999409083277,0.012886065671894011,11,0.015064619068942013,3.8879928024075543e-07,1000,20,10,8,1,42,0,gpu_hist
0.841980768311636,0.841980768311636,71.97372145242988,0.010189592979395137,10,0.0045170900739091345,0.006792933207180863,1000,20,10,8,1,42,0,gpu_hist
0.8090217823548453,0.8090217823548453,24.487763318233192,0.13780336485751998,2,7.374385355858303e-06,8.451863533931625e-08,1000,20,10,8,1,42,0,gpu_hist
0.8425785596198425,0.8425785596198425,9.557887033000588,0.18832519048593593,8,4.4379683310623375e-06,3.224532824812341e-08,1000,20,10,8,1,42,0,gpu_hist
0.82977698324937,0.82977698324937,68.54025342650712,0.012670320565187606,5,1.1491548505141152e-08,0.43725311075573187,1000,20,10,8,1,42,0,gpu_hist
0.82797112175802,0.82797112175802,67.96428183577954,0.012785582592433014,5,1.321530913580629e-08,0.652803946394637,1000,20,10,8,1,42,0,gpu_hist
0.8418312241292512,0.8418312241292512,7.241329752281308,0.25048257256503303,11,0.00033209203845312613,0.36853416874304845,1000,20,10,8,1,42,0,gpu_hist
0.8441877481924923,0.8441877481924923,7.509431000612676,0.2632325193769301,11,7.164248431983252e-05,0.5291746043358011,1000,20,10,8,1,42,0,gpu_hist
0.8421785089337547,0.8421785089337547,8.92280936576426,0.29253404043923026,11,0.00010075186036052487,0.581235114639707,1000,20,10,8,1,42,0,gpu_hist
0.8433507269249324,0.8433507269249324,55.72069815099239,0.013925562809460605,11,5.6187764190724334e-05,0.011722812363814361,1000,20,10,8,1,42,0,gpu_hist
0.8462686900310675,0.8462686900310675,87.3292198292911,0.01097324104940504,10,5.662499488710121e-05,0.9292493243152639,1000,20,10,8,1,42,0,gpu_hist
0.841814385002672,0.841814385002672,51.05890731997788,0.013029911057013068,10,3.1991996228653803e-05,0.003728624153756236,1000,20,10,8,1,42,0,gpu_hist
0.8455731902176883,0.8455731902176883,88.03697548490018,0.010907863682082639,9,0.9173612212145432,0.0032865674237833754,1000,20,10,8,1,42,0,gpu_hist
0.8464128910064248,0.8464128910064248,77.48395744636655,0.010457065772553613,9,0.8448756875711491,0.00677507459509025,1000,20,10,8,1,42,0,gpu_hist
0.8469907457740483,0.8469907457740483,35.104116638936105,0.011965353227648084,9,0.5507763157976397,0.003260217572132864,1000,20,10,8,1,42,0,gpu_hist
0.8434163188349183,0.8434163188349183,13.22136787828058,0.109967101149632,9,1.4641003966375406e-08,0.0035734835773733498,1000,20,10,8,1,42,0,gpu_hist
0.8484277111491014,0.8484277111491014,15.455189107730984,0.09747711322924171,9,0.726924412651987,0.04522294013250184,1000,20,10,8,1,42,0,gpu_hist
0.8463339280580005,0.8463339280580005,47.353944797255096,0.010541701509481726,9,0.6399698401916323,0.005181034883201296,1000,20,10,8,1,42,0,gpu_hist
0.8426028343223232,0.8426028343223232,13.327871469222009,0.10390405036295296,9,0.053002643903270995,0.00809194509857284,1000,20,10,8,1,42,0,gpu_hist
0.8427056793563554,0.8427056793563554,78.12668172381818,0.010030086242593387,10,0.132595860376996,0.09928954529880135,1000,20,10,8,1,42,0,gpu_hist
0.8453480138489884,0.8453480138489884,76.72713247686625,0.010519672653182936,9,0.4976127338483417,0.042640250829789464,1000,20,10,8,1,42,0,gpu_hist
0.8496891187467938,0.8496891187467938,26.596457576565445,0.05223784329186095,10,0.9811475653979921,0.054095088162600675,1000,20,10,8,1,42,0,gpu_hist
0.839251000854689,0.839251000854689,22.912874130904676,0.04766631103656998,6,0.16867704916389148,0.06196471397668869,1000,20,10,8,1,42,0,gpu_hist
