cv_score,test_score,runtime,num_layers,total_tree_count,tree_depth,seed
0.565527429366046,0.565527429366046,33.957384910061954,4,1024,6,42
0.5719719883430068,0.5719719883430068,83.38735663481057,2,2048,6,42
0.5668596333826857,0.5668596333826857,87.84547457993031,8,1024,8,42
0.5558125444334886,0.5558125444334886,70.2389745309949,8,2048,8,42
0.5668596333826857,0.5668596333826857,51.551538544707,8,1024,8,42
0.5689717013318921,0.5689717013318921,145.7750972595066,2,1024,8,42
0.5645497164558728,0.5645497164558728,68.81483427211643,4,1024,8,42
0.5645497164558728,0.5645497164558728,43.20534548964351,4,1024,8,42
0.5711927041526239,0.5711927041526239,45.49213603306562,4,2048,8,42
0.5558125444334886,0.5558125444334886,34.93581834789366,8,2048,8,42
0.5689717013318921,0.5689717013318921,135.66699996329845,2,1024,8,42
0.565527429366046,0.565527429366046,56.687942331656814,4,1024,6,42
