cv_score,test_score,runtime,learning_rate,max_depth,l2_leaf_reg,n_estimators,early_stopping_rounds,random_seed,verbose,gpu_ram_part,used_ram_limit,thread_count,boosting_type,devices,task_type
0.769336340108478,0.769336340108478,124.58784977346659,0.03574712922600244,11,10.013039911391244,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7793965075153791,0.7793965075153791,34.93160578645766,0.07661100707771368,3,0.947004092290444,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7792490100518823,0.7792490100518823,199.10159943923355,0.012184186502221764,10,5.8592686909850995,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7688625772093937,0.7688625772093937,42.2591143751517,0.11114989443094977,2,26.522619858998844,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.759086154079497,0.759086154079497,17.132413244247438,0.16967533607196555,4,1.0526458851636462,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7743946312575352,0.7743946312575352,103.06899723876268,0.018659959624904916,5,4.286139574719072,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7788291479263347,0.7788291479263347,47.87157083973288,0.04345454109729477,4,6.12261560602803,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7857515246006062,0.7857515246006062,92.92730319742114,0.01607123851203988,4,2.2408705759398253,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7575411357276052,0.7575411357276052,65.76594422180206,0.04717052037625178,9,1.1324530081857673,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7624825352731095,0.7624825352731095,30.700896384753285,0.05748924681991978,7,0.6047360568422392,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.773954713763408,0.773954713763408,33.23393159620464,0.07896186801026692,3,0.6525917448358933,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7558677040821931,0.7558677040821931,42.99494036640972,0.2521267904777921,11,13.690608760126286,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7728001894223054,0.7728001894223054,81.10872913878411,0.028180680291847244,2,8.234548958371454,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7788926961754881,0.7788926961754881,47.11873187851161,0.044684675025045834,3,3.7972522333763474,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7698188715588321,0.7698188715588321,160.19820922333747,0.011240768803005551,11,1.4425137189844253,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7790744753773684,0.7790744753773684,34.4248030224815,0.09519754482692679,5,4.204647637909146,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7819093871790687,0.7819093871790687,44.74856495857239,0.06420330336297862,3,26.487326352428674,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7620500305758993,0.7620500305758993,68.27613662015646,0.13962563737015762,11,19.50331236061207,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7420809238375712,0.7420809238375712,45.66580877527595,0.0764136186923332,11,0.718328433689,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7832223923780519,0.7832223923780519,88.08643096499145,0.01947558230629543,2,1.894333932851414,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7852935481410646,0.7852935481410646,67.45175803657621,0.03750796359625606,4,14.879578963571907,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7784549420923578,0.7784549420923578,50.878020935878155,0.03364867144187954,4,4.61281166373907,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7769756686208811,0.7769756686208811,94.65374020710587,0.01833804867376672,7,1.762369025057068,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7766495924964892,0.7766495924964892,72.79246968515217,0.01837167377521326,6,2.043706413695512,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
0.7810764413022224,0.7810764413022224,74.0602435214445,0.017578848325679543,6,2.0563198394705022,1000,20,42,0,0.05833333333333333,16GB,1,Plain,0,GPU
