cv_score,test_score,runtime,num_layers,total_tree_count,tree_depth,seed
0.5783099477425564,0.5783099477425564,28.307618628256023,4,1024,6,42
0.5619474136323993,0.5619474136323993,134.29734549820424,2,2048,6,42
0.5996111618054789,0.5996111618054789,64.81075878757983,8,1024,8,42
0.5902124278387817,0.5902124278387817,111.66017371155321,8,2048,8,42
0.5996111618054789,0.5996111618054789,49.45883770678192,8,1024,8,42
0.5641184800890736,0.5641184800890736,145.28533556144686,2,1024,8,42
0.5702591164259081,0.5702591164259081,42.888240810111164,4,1024,8,42
0.5702591164259081,0.5702591164259081,62.71995710264891,4,1024,8,42
0.6043432004601338,0.6043432004601338,117.33495333846659,4,2048,8,42
0.5902124278387817,0.5902124278387817,89.51543890889734,8,2048,8,42
0.5641184800890736,0.5641184800890736,194.33116450868548,2,1024,8,42
0.5783099477425564,0.5783099477425564,32.52628304809332,4,1024,6,42
