cv_score,test_score,runtime,num_layers,total_tree_count,tree_depth,seed
0.9556420615177419,0.9556420615177419,310.9621357925236,4,1024,6,42
0.9592573202516789,0.9592573202516789,670.9337167732417,2,2048,6,42
0.9565282025134613,0.9565282025134613,453.1043897911906,8,1024,8,42
0.956204149278118,0.956204149278118,1068.4927625596524,8,2048,8,42
0.9565282025134613,0.9565282025134613,450.30169982388617,8,1024,8,42
0.959443186757005,0.959443186757005,587.4065706921741,2,1024,8,42
0.9571562873122115,0.9571562873122115,259.4683869937435,4,1024,8,42
0.9571562873122115,0.9571562873122115,343.38540683873,4,1024,8,42
0.9561739917860053,0.9561739917860053,988.2963275551796,4,2048,8,42
0.956204149278118,0.956204149278118,962.2845178168267,8,2048,8,42
0.959443186757005,0.959443186757005,809.0089690005407,2,1024,8,42
0.9556420615177419,0.9556420615177419,232.11909341532737,4,1024,6,42
